id,name,location.lat,location.lon,building_type,food_type,image link,image source
"('node', 1198177163)",Nhà Hàng Đồ Ăn Việt Nam Aroma,10.7684684,106.6938884,restaurant,vietnamese,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/b8/ce/7a/huong-vi-t-s-views.jpg?w=2000&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d3589224-Reviews-Huong_Viet_Vietnamese_Aroma-Ho_Chi_Minh_City.html#/media/3589224/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 1770193906)",Nhà Hàng Shri Lounge,10.7826304,106.6972822,restaurant,international,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/7d/5d/d5/caption.jpg?w=1400&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d1741415-Reviews-Shri_Lifestyle_Dining-Ho_Chi_Minh_City.html#/media/1741415/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 1770305180)",Nhà Hàng Halal Sai Gon,10.7760297,106.7047293,restaurant,asian,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/8c/29/86/khong-gian-m-i-th-t-tuy.jpg?w=1400&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d1596125-Reviews-Halal_Saigon-Ho_Chi_Minh_City.html#/media/1596125/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 1770305230)",Nhà Hàng Cung Đình Rex,10.7754972,106.7007063,restaurant,vietnamese,https://www.rexhotelsaigon.com/wp-content/uploads/sites/174/2020/08/Thi%E1%BA%BFt-k%E1%BA%BF-ch%C6%B0a-c%C3%B3-t%C3%AAn6.png,https://www.rexhotelsaigon.com/vi/dining/cung-dinh-hoang-sa-restaurant/
"('node', 1770597595)",Nhà Hàng Tiệc Cưới 108 Nguyễn Du,10.7754764,106.6956779,restaurant,vietnamese,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d0/63/78/khuon-vien.jpg?w=1400&h=-1&s=1,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d5453932-Reviews-Nha_Khach_108_Nguyen_Du-Ho_Chi_Minh_City.html#/media/5453932/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 1770597616)",Nhà Hàng Alibaba,10.7743953,106.7040996,restaurant,international,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/34/c9/20/caption.jpg?w=1400&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d28103711-Reviews-Alibaba_Kitchen_Bar-Ho_Chi_Minh_City.html#/media/28103711/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 1969579887)",Nhà Hàng Bornga,10.7788067,106.7020073,restaurant,korean,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/e2/0a/04/photo0jpg.jpg?w=1400&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d13137974-Reviews-Bornga_Original_Korean_Taste-Ho_Chi_Minh_City.html#/media/13137974/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 1969599008)",Quán Phở 2000,10.7718157,106.697747,restaurant,vietnamese,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/4d/90/9f/relax.jpg?w=1800&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d1122861-Reviews-PHO_2000-Ho_Chi_Minh_City.html#/media/1122861/?type=ALL_INCLUDING_RESTRICTED&albumid=-183&category=-183
"('node', 1985346231)",Nhà Hàng Ngon,10.7773464,106.6996325,restaurant,vietnamese,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/1e/23/d5/caption.jpg?w=1100&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d1577234-Reviews-Ngon_Restaurant-Ho_Chi_Minh_City.html#/media/1577234/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 1985346309)",Phở 24,10.7718553,106.6975823,restaurant,vietnamese,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/7f/f0/3f/pho-24.jpg?w=2000&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d3346286-Reviews-Pho_24-Ho_Chi_Minh_City.html#/media/3346286/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 1987339383)",Nhà Hàng Bên Sông,10.7199051,106.7117175,restaurant,vietnamese,https://nhahangbensong.org/wp-content/uploads/2022/11/nha-hang-ben-song.jpg,https://nhahangbensong.org/
"('node', 1997301812)",Nhà Hàng Cham Charm,10.7245881,106.7197193,restaurant,international,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/a6/22/f3/cham-charm.jpg?w=2000&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d1910245-Reviews-Cham_Charm-Ho_Chi_Minh_City.html#/media/1910245/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 2041380423)",Bún Bò Huế Gia Hội,10.78415,106.6975046,restaurant,vietnamese;hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzrHWAFMonGSZF9J1kRMJ5_f27K-xc4niiet6UvijKWbwdJTXPO0mcqPRb5Hc9GH90YNCoh7eBuGGaXx8i0F3aJcrAnq_czxKx7cAMjWOWy00a6HZpO5nJewpTlmJlovrvdWUR0=s1360-w1360-h1020-rw,x
"('node', 2126941304)",5KU Station,10.7794464,106.7042294,restaurant,grill,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/e6/c5/82/dine.jpg?w=2000&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d4227858-Reviews-5ku_Station-Ho_Chi_Minh_City.html#/media/4227858/?type=ALL_INCLUDING_RESTRICTED&albumid=-183&category=-183
"('node', 2138695625)",Nhà Hàng El Gaucho,10.7780321,106.7036328,restaurant,argentinian,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/e5/83/7c/el-gaucho-argentinian.jpg?w=1200&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d6650475-Reviews-El_Gaucho_Hai_Ba_Trung-Ho_Chi_Minh_City.html#/media/6650475/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 2138695626)",Nhà Hàng Nhật Annz,10.7781923,106.7039909,restaurant,japanese,https://www.annz.com.vn/uploads/source/ve-chung-toi/35857918431264004852.jpg,https://www.annz.com.vn/vi/ve-chung-toi
"('node', 2139900977)",Nhà Hàng Beirut,10.7780733,106.7039174,restaurant,lebanese,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/24/63/14/beirut-saigon-authentic.jpg?w=1400&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d2629212-Reviews-Beirut_Mediterranean_Kitchen_Lounge-Ho_Chi_Minh_City.html#/media/2629212/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 2158685402)",Nhà Hàng Quảng Đông San Fu Lou,10.7985189,106.6874636,restaurant,chinese,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/91/80/93/getlstd-property-photo.jpg?w=2000&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d7082831-Reviews-San_Fu_Lou_Cantonese_Kitchen_Ab_Tower-Ho_Chi_Minh_City.html#/media/7082831/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 2267874378)",Ganh Hao I,10.3593757,107.0601368,restaurant,local,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/e7/6c/6f/good-and-cheap-seafood.jpg?w=2000&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g303946-d1507122-Reviews-Ganh_Hao-Vung_Tau_Ba_Ria_Vung_Tau_Province.html#/media/1507122/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 2276291867)",Nhà Hàng Ciao Bella,10.7762605,106.7049669,restaurant,italian_pizza,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ea/bc/c8/ben-trong-nha-hang-ciao.jpg?w=2000&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d2351312-Reviews-Ciao_Bella_District_1-Ho_Chi_Minh_City.html#/media/2351312/?type=ALL_INCLUDING_RESTRICTED&albumid=-183&category=-183
"('node', 2286005140)",Nhà Hàng Skewers,10.7790115,106.7047525,restaurant,mediterranean,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/9b/44/56/first-floor-terrace.jpg?w=1400&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d1122894-Reviews-Skewers-Ho_Chi_Minh_City.html#/media/1122894/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 2286005151)",Nhà Hàng Som Tum Thai,10.7792532,106.7038786,restaurant,thai,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/42/79/cc/getlstd-property-photo.jpg?w=1000&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d18970750-Reviews-Som_Tum_Thai_Saigon_Centre-Ho_Chi_Minh_City.html#/media/18970750/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 2286005155)",Nhà Hàng Namo,10.777874,106.7037686,restaurant,italian,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/91/e5/00/namo-modern-italian.jpg?w=1400&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d32840550-Reviews-Namo_Modern_Italian-Ho_Chi_Minh_City.html#/media/32840550/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 2301050721)",Nhà Hàng Yeebo,10.7249731,106.7199337,restaurant,chinese,https://lh3.googleusercontent.com/p/AF1QipNgg-XKYQzZSp_GhzC25YlFNddykXJmuvIHrOb4=s1360-w1360-h1020-rw,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d7695018-Reviews-Yeebo_Seafood_Hot_Pot_Restaurant-Ho_Chi_Minh_City.html#/media/7695018/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 2301060071)",Nhà Hàng Nhật Bản Tokyo Deli,10.7275927,106.7195082,restaurant,japanese,https://lh3.googleusercontent.com/p/AF1QipNf69tqHPwe76aB7yBaEyWAvId_TZaPWKwkjAFC=s1360-w1360-h1020-rw,x
"('node', 2304958294)",Bánh bèo Tuyết Mai,10.3388111,107.0796958,restaurant,vietnamese,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwFEiFNk1rITkgsXufTtc2rQdXzNJRocOK17J5extwPzHcNTijmHN_q2F43k5PJ7UZQCN5_tOSYU-oTKtMkjL19q8Q07hFkLzUEU65_5TGlg7-49dgwUFh0tVxaxIIth41hHTU=s1360-w1360-h1020-rw,x
"('node', 2347525006)",HiHi TomYum,10.7302921,106.7095995,restaurant,thai,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwydLjp6t7Epn_BIRtRC24SnK3VAbwKApck7BGSmf-WGo5g57d_RBPx51DttRts0OVJZFB1CyHfmB7fBVll6gROxqRiZVEpUkgE8xAscKwYKJenyIol2tZUheFfOIi8PaoGbWE=s1360-w1360-h1020-rw,x
"('node', 2347555466)",Quán Mỳ Vằn Thắn,10.7275224,106.7092126,restaurant,vietnamese,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx4x7gCmmlgNON7bCzdQfCHS9Pg_sGAuaZfPF5KLKYxxtGaVIrIyhWgurchqcRQNKC7KsUaQCRzzK4X28qSIT9lJ4Pg-98vnWI4gJoe1f32RTbVSbIXVyK-7W9geyUC7Pq16hUh=s1360-w1360-h1020-rw,x
"('node', 2403090042)",Lẩu Dê Kỳ Đồng,10.7917958,106.6972343,restaurant,vietnamese,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyErWcHadi_LPuv_XPvg5ZjPxsqERB42uSrA8wQLA8s7CS-_uyiGEoRBToVP5If1-Fj5hKOnHawcX2_y5yR-ocVtisqKCG3AS2Skx_GUxib8TyxrwDI0VAJ-nWAayy-4LjCIHY=s1360-w1360-h1020-rw,x
"('node', 2480865074)",Nhà Hàng Lemongrass,10.7754055,106.7033338,restaurant,vietnamese,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/4b/56/e4/vietnamese-and-chinese.jpg?w=1400&h=-1&s=1,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d25897377-Reviews-Lemongrass-Ho_Chi_Minh_City.html#/media/25897377/?type=ALL_INCLUDING_RESTRICTED&albumid=101&category=101
"('node', 2649278141)",Đồ Chiểu Bánh Cuốn,10.349422,107.0775094,restaurant,vietnamese,https://lh3.googleusercontent.com/p/AF1QipNZMZmiplinG_DlU51zIgUKCKcUEP1BR9Wx48LM=s1360-w1360-h1020-rw,
"('node', 2672496004)",Nhà Hàng Lẩu Mắm Phong Lan,10.813877,106.83553,restaurant,vietnamese,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwyT2jqvVqeRVAs-8Ty-gS5bi9TOSLQkXdlV_3gWdi7in60kqBmE6KWAljiB7bZQO95Qo8ch9w561G-MqnimZgiqY-W1U3Q6SVtVvatjn_4P_mIt8toniJRgbJZXpzq6ABNhjMkew=s1360-w1360-h1020-rw,
"('node', 2978049992)",Nhà Hàng Goldfish,10.7746812,106.7042541,restaurant,vietnamese,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxf9NP2YwQbMn6kja_mX0FW2m5S1bep0Edm5Kr837F9fHW71mnj2E0G7rBdcUruyH-2A4jgV4oCaZGJY-ivsKVaiMbj2IdLLRIWP5Fc1U_Z-dZXOI5cQL98b2oqb-0bIMclLS12xUDWRfw=s1360-w1360-h1020-rw,
"('node', 3213739749)",Quán Ăn DimSum,10.7896434,106.7041204,restaurant,chinese,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyiR6uX-uivfC3M1tGcuR21ZUslz04r-i6vubJOOZEeUUhNm0-AGuqL1TYLeYTlpA7yR2aQ6MnlIwBvIOuMkCQdIU56oTnPS1zcWrP8ecbLhWixX4RXYxBFMpS4b2fD05WlH29kAGo6_Fty=s1360-w1360-h1020-rw,
"('node', 3248010584)",Nhà Hàng El Gaucho,10.7777314,106.7045057,restaurant,argentinian,https://lh3.googleusercontent.com/p/AF1QipPKx9sBnfAU29MGY7al5OWcZDzvEZXdoTeI2ki5=s1360-w1360-h1020-rw,
"('node', 3257659065)",Nhà Hàng Golden Elephant,10.7769534,106.704788,restaurant,thai,https://lh3.googleusercontent.com/p/AF1QipOPkevSHV0wHd6tZXnXBAwdwnJq0go4t3v4-63m=s1360-w1360-h1020-rw,
"('node', 3377404612)",Nhà Hàng The Boathouse,10.8089278,106.7382912,restaurant,vietnamese,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwDvulw99vyBzYZw5pCJJp4-VGJpXrdAzmV_fK6B2Yd3YleyicgXpE9qathpaCHfKfNFLCxMIepJisNY_utAMRmu_cGjm_jdi2ui0tvxarzNUfusfhpVTsaFu3gNCjENxNvkGgUyw=s1360-w1360-h1020-rw,
"('node', 3379310600)",Pendalosco,10.8065193,106.734364,restaurant,italian,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyVrIhFTVgqrXybjfIio-DgJlubNOuoxsoLfPeP1aKzW8KY1UAkXnNkm1AO-7jMDM4txv0vANhCFObO-Lt2Wj4G75AYDJGXkBCuWbHbM02jR_-VbEFbHWtOUjp1TPLahcD7lbgctUa48i5r=s1360-w1360-h1020-rw,
"('node', 3463000309)",Quán Ngự Bình,10.7924466,106.6820018,restaurant,vietnamese;hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSya6iZAb1PNLV1CL2JmM6m89Ho0kXuptspTYCBUhgp-U6Erl2DDMdh8kJkSXEQU7wi926TCT167svTOR86KmaRF3b1dinmV5oBmHTvxm4VdUlD2MSDucvkH9QYvUiVpj85xwTbo=s1360-w1360-h1020-rw,
"('node', 3473955573)",Nhà Hàng Pundjab,10.7680371,106.6941696,restaurant,indian,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqvy45U_gwdXuWz3XCKNCJi-iYc75GXKbFGQU-zpbuLTnL6CQD22VdF_0eWtd1CWkGX0XrmlwLkZ6aMfj05DQFoqsgWHRYvhskE0rCtZ4A5Da9Y4OYNuVXqQlmRPN0jyDLjAI-_A=s1360-w1360-h1020-rw,
"('node', 3506699501)",Bánh Xèo 46A,10.7896047,106.6912995,restaurant,vietnamese,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSypuJ2oabu_O2sdxP5loedPY7Gzr7VK8uBmkdhMs_IxlbKC05CdKGcLRZl8fCIxDS4fwidhdbimC7J411gCkeGxCLR7sQ-x4NmXccsPj_iSEpjUbGDxBW5MIBK4x-2OKj-RCCg2dA=s1360-w1360-h1020-rw,
"('node', 3508226903)",Nhà Hàng Pháp La Fourchette,10.7738554,106.7056571,restaurant,french,https://pasgo.vn/Upload/anh-chi-tiet/nha-hang-la-fourchette-ngo-duc-ke-5a-normal-12112385242.webp,
"('node', 3508233797)",Nhà Hàn 3T Quán Nướng,10.7732808,106.7017957,restaurant,barbecue,https://www.foody.vn/ho-chi-minh/quan-nuong-3t,
"('node', 3641662433)",Bánh Cuốn Hải Nam,10.7687389,106.6834665,restaurant,banh_cuon_(breakfast/lunch),https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwpNRF3boruvksi0L9ma4GIu981Xv9qvLlViGXLh4innPhcQw0geTCBncZHEmZjDHc2sZkcggIiF5EuhjbB_o4UUIdCVCOdiLdMmvdVnvAPLd10WGCRj7mGeKaVEWVGSel6GFoA=s1360-w1360-h1020-rw,
"('node', 3756711935)",Nhà Hàng Basilico,10.7814055,106.7011626,restaurant,italian,https://lh3.googleusercontent.com/p/AF1QipPt9jFa5VVcN9tkVlKKNFYigaRPW9puncBIXj1G=s1360-w1360-h1020-rw,
"('node', 3780395065)",Nhà Hàng K-Pub Hoa Đào,10.7978087,106.687348,restaurant,nướng,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx2YDnChJE_ban1YJNqkF1u-J3ocNSTt0mX7DDaYbyNUSJUpV5MLuJiCvIhqP71g_CF6UxgGlJ3nIJIMYrnkCxaKxY67TzETPYKA3N3cNfYmstd_q_puGz_y3_X29vosXonep3YgQ=s1360-w1360-h1020-rw,
"('node', 3809342864)",Nhà Hàng The Sushi Bar 4,10.775935,106.6878807,restaurant,sushi,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxD1IWz-d2fkjCHd_3mRk-enrO0tenB38gUlWGyy1EGAU8Kk9ojfm5QIC6iDaHUCzo2ib2GhlcO1azCBJqWlQO44BXqHDeuX9ej6k3H-SAWRyOb6HmNs81ocharbR89tGTVdMpNGA_fSWNg=s1360-w1360-h1020-rw,
"('node', 4138523708)",Nhà Hàng Asian Kitchen,10.7683337,106.6940202,restaurant,vietnamese,https://lh3.googleusercontent.com/p/AF1QipMK0cGGHkwgyvZUOFexiJVrXZLm4mEyciVOCggH=s1360-w1360-h1020-rw,
"('node', 4310134635)",Nhà Hàng Gogi,10.7977766,106.6892286,restaurant,grill,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMzPyV0rSYYvLpWJaYiSClsRgqyXWZSJvszpGvFV-e4KFt1oACynS7roCV9I_L_bZKiVB5vTyhkTrDVyQl_xt_kN8NWdMjssfEi5YhzeYkH3WixFOXc_wcgPmW5yV2g4rMXu0CZg=s1360-w1360-h1020-rw,
"('node', 4320846293)",Phở Lệ,10.7553081,106.6736944,restaurant,beef_bowl;noodles,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXeZpOACy5qTTOn5eJhdJg9F4xS48H9icS3_AkYcMFq3m3PYakgfgIJUmAKpzh3FBwzZ4eDlsDTSGIUcqG-AUMbI8H9LpssdV9VXaLmD0W3rGRzYXPA5KO4NTKEx90DoZXMPKf=s1360-w1360-h1020-rw,
"('node', 4348630592)",Nhà Hàng Chay Phi Nhung,10.7927744,106.6881528,restaurant,vietnamese,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwn55vqzvH-f8lILpjFsrMzcpzqoKQLi64kJ7TMhw-lFpcbXGN-djVr1HI6nNaxYAtsrjQbmNT4waQ0WA1B37Phkmu0K8Wwe6nAd3Hqfo-EUCsr2wdnsXwkEDi997CnpuDBPzV50VXDJw65=s1360-w1360-h1020-rw,
"('node', 4393480889)",Taj Mahal,10.7680805,106.6925388,restaurant,curry;indian,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzfVl9fxUQm4Ddo4IgDFrWZIdxWJditBPFwrNNc8FAdZe2HTpjB6FfakU3iCt_-XuxsvSi7pavgEqett4blet2Je68kP5EPBa6qm2bvcgW48ckjbZIgF507hHtFJQocK2rO8N82fjWIMsGO=s1360-w1360-h1020-rw,
"('node', 4453321310)",Nhà Hàng Soul Burger,10.7724373,106.6988409,restaurant,burger,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/09/68/04/the-little-richard.jpg?w=800&h=-1&s=1,
"('node', 4454814943)",Chay Việt An,10.7927349,106.6897313,restaurant,vietnamese,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxg9sxDIvI82wHncQKYY7Ch9kQxTcd-Ex-dNIxAdIWDBJreCsK-Z6ehrkJW4XnSBueuZRtFJMQogxsg66SCl4NxpW92FqeIezgeKSa2T73K4csBextTlkbFX89fJplMuVgLxbbXynING82H=s1360-w1360-h1020-rw,
"('node', 4524200989)",Gangnam BBQ House,10.7329877,106.708305,restaurant,korean,https://lh3.googleusercontent.com/p/AF1QipMWBehYYZ21USYzMOPdutgvwgU59w6W0Nwys_Sz=s1360-w1360-h1020-rw,
"('node', 4550175291)",Nhà Hàng Chada Thai,10.7734967,106.6973611,restaurant,thai,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyEjWNWkQRg3FLBcIao2YUC3YSMPFvzOT4uozrq0zv-_rKpzSK3PTn2xaPvFALZssLLY1rjUNL9ue2zgyRp4mRsb90vT0me3BsuPZd2aMorVn5bL2vnKKmx79OS0AUtqGb6SKIGsMe3oTHq=s1360-w1360-h1020-rw,
